cid,Comment,time,author,channel,votes,replies,photo,heart,reply,time_parsed
UgxPR6EHnaZI9u-dDuh4AaABAg.94_woAi2eYN9PPQUbb6nSC," @TheEpicAB  ) no, that's reimagining, reboot or remake.

And when it actually is supposed be to ""relevant"" ( not sure what you mean by that ) it gets called ""woke pROpaGndA""",3 years ago,@steamboatwill3.367,UCd0LhHhxupZhipYEH15fSng,0,,https://yt3.ggpht.com/ytc/AIdro_kFIkz96p0t9DE2lHPFbrxLGMSUPiR__RIurmMCmeo=s88-c-k-c0x00ffffff-no-rj,False,True,1639357789.118725
UgxK6SIO6zTBYRE_YfZ4AaABAg,"Top marvel movies for me
1. Iron man
2. Iron man 2
3. Infinity war
4. Endgame
5. Spider-Man Homecoming

But I like Star Wars better sorry",4 years ago,@NolanAronson08,UCLGeiWfyUPaDARqHQFhF_uA,2,1,https://yt3.ggpht.com/tvJeP0oaU-p4KZsPyf8QZz0_69e2-BKR2ECD1CKT2O5rl7SHWmats8byXuC7iGm2ngDCDev7-w=s88-c-k-c0x00ffffff-no-rj,False,False,1607821789.547563
UgxANyRj5o4XTw4sDbB4AaABAg,"Odading Mang Oleh, hmmmm

Rasanya seperti Anda menjadi Iron Man

Belilah Odading Mang Oleh di dieu

Karena lamun teu ngadahar Odading Mang Oleh

Maneh teu gaul jeung aing

Lain balad aing gobl*g

Ikan hiu makan tomat

Gobl*g lamun teu ka dieu

Odading Mang Oleh

Rasanya an*ing banget",4 years ago,@xaveriusjeremyvoitilla5295,UCCDXeaXYqvX0eG_b3ZkFVLg,0,2,https://yt3.ggpht.com/ytc/AIdro_kNHupkM52wEnVW3IWNSTdZyrG9OLRq8xJuIq9mzlWfdFg=s88-c-k-c0x00ffffff-no-rj,False,False,1607821789.550569
UgxK6SIO6zTBYRE_YfZ4AaABAg.95J05ENk59H9LJTRsTWzfg,"These are my top five:
1. Avengers: Endgame
2. Avengers: Infinity War
3. Iron Man
4. Captain America: Civil War
5. Captain America: The Winter Soldier",3 years ago,@shanerose7204,UCdaI2O0ruBB-GBLvDFyzmCg,0,,https://yt3.ggpht.com/ytc/AIdro_nnBUZXbCKm-1jrvLFNo2V_0tFUfgtywKztwuBxRjVcMk8=s88-c-k-c0x00ffffff-no-rj,False,True,1639357789.761414
UgwX0DJE3FdJ3Fmg4Bx4AaABAg,And he would have boiled alive two seconds after walking into the desert and Hollywood wouldn't have been ruined by comics for five years old movies...,3 months ago,@troyhayder6986,UCj4B7jJyT_0Q4Ap9R8feMDw,1,,https://yt3.ggpht.com/ytc/AIdro_knOVU3yM0NzQ6opfo_WkK5UJbWGq_ihOj_ZDQ-4vQN3w=s88-c-k-c0x00ffffff-no-rj,False,False,1726186192.754269
UgyB3zKt_lX9aMG-tJJ4AaABAg,"What I do not understand is this, Pepper, who is supposed to be Tony‘s right hand lady who is supposed to be a very smart woman, acts like such a loony tune. Especially in such critical parts of this movie lol. Just watch the movie and you will see all the mistakes she makes that are something out of a Friday the 13th movie lol, like running away. Why would you run in a straight line so you can be easily taken out instead of running in different directions? Why stay there when everything is blowing up instead of just running away? Why ask the weirdest dumbest questions in the world when your life is on the line ?  Don’t question why, just get out of there ASAP and safely. This is not a time to play family feud and guess the multiple answers on what to do lol, that’s the part I did not understand why a woman who is so smart acts so foolish !! From the part where she goes in with five other agents, just to get annihilated does not make any sense. Tony tells her to leave immediately yet she stands outside in front of the door in the wide open as the concrete floor breaks open as Jeff Bridges climbs out to destroy everything around her and she stands there asking questions lol now this is a classic blond moment which there are many in this movie from her.",1 year ago,@davidkosach3095,UCzRNEQ0xv8BOlCH6uv6eKtQ,0,,https://yt3.ggpht.com/ytc/AIdro_ldyOUKUpn2-Z3y837RQlsEI9CWLgrNq6hjf_-K6lDQXrIq=s88-c-k-c0x00ffffff-no-rj,False,False,1702429792.75827
UgytDHS0UbeqPbIM-w54AaABAg,"I love Marvel movies but I honestly really don't like this guy. He has a good heart in terms of wanting to protect people and those whom he loves but he's just way too cocky. For being able to come back to all Marvel movies and rewatch them time and time again with Tony Stark and my distaste of him, goes to show how brilliant Marvel is and has been.",1 year ago,@noma6214,UC8KGhakRNQ67mugwnCZo2kQ,0,,https://yt3.ggpht.com/ytc/AIdro_kyhN6xC8ns2HjTIDrcdBBZUZQMVagTSgXgNYzHGg=s88-c-k-c0x00ffffff-no-rj,False,False,1702429792.768781
UgyB9iA5wm0ebIZeozN4AaABAg,Will u make a movie on Ukrain now how u saved Ukrain in theaters....while Ukrainians cried for help. Shame.,2 years ago,@sachindatt4045,UCzvvKUkS9jjZ4t9E2JfnPjg,1,,https://yt3.ggpht.com/ytc/AIdro_nQQxBcUJTshTrheRE6cNDu2rBwG_b3sJoobTQ5rJ18VDM=s88-c-k-c0x00ffffff-no-rj,False,False,1670893793.407097
Ugwir1pxBl7oDwbdFgR4AaABAg,"Пора говорить ПРЯМО. ВСЁ ИСКУССТВО: КИНО, ТЕАТР, МУЗЫКА, КНИГИ, ПОЭЗИЯ, ЖИВОПИСЬ имеет ИСКЛЮЧИТЕЛЬНО ДВА ГЛОБАЛЬНЫХ СМЫСЛА , либо служит ПРОСЛАВЛЕНИЮ БОЖЬЕГО СЛОВА , либо дьяволу. СЛУЖИТЬ БОЖЬЕМУ СЛОВУ это значит, каждым КАДРОМ, РЕПЛИКОЙ, КУПЛЕТОМ и т.п. ""ПРИВОДИТЬ"" НАС, ЗРИТЕЛЕЙ, СЛУШАТЕЛЕЙ к ПОКАЯНИЮ, СПАСЕНИЮ ДУШИ, и соответственно наоборот, максимально удалять от него.

МЕРЗКОЕ сатанинское КИНО. ДЬЯВОЛЬСКАЯ НАСМЕШКА И пример МАНИПУЛЯЦИИ душой человека, а ПОЧЕМУ надо понимать следующее. НО СНАЧАЛА. Любое УПОМИНАНИЕ в фильме О БОГЕ, ВСУЕ это обычное БОГОХУЛЬСТВО(ХУЛА на ДУХА СВЯТОГО), самый СТРАШНЫЙ ГРЕХ если прельститься. НО БОГА ОБИДЕТЬ НЕ ВОЗМОЖНО ОН БЕССТРАСТЕН, А вот ХУЛА ЕГО это БОЛЬШОЙ ГРЕХ. А ГРЕХ это РАНА которую человек наносит прежде всего сам СВОЕЙ ДУШЕ. РАНА которая ОТКРЫВАЕТ ДУШУ ДЛЯ ДЕМОНОВ мучителей, БЕСОВ ПОРОЧНЫХ СТРАСТЕЙ, слуг дьявола. Сам же ФИЛЬМ прежде всего НАМЕРЕННО «РАЗЖИГАЕТ», но В ДУШАХ самих ЗРИТЕЛЕЙ, действие множества страшных ПОРОЧНЫХ СТРАСТЕЙ, таких как ЛУКАВСТВО, ТЩЕСЛАВИЕ(ПАГУБНАЯ СТРАСТЬ К ЛЮДСКОЙ СЛАВЕ), ГОРДЫНЯ, ЗАВИСТЬ, ГНЕВ, НЕНАВИСТЬ, МЕСТЬ, ЧРЕВОУГОДИЕ, ТЯГА К АЛКОГОЛЮ, КУРЕНИЕ, СРЕБРОЛЮБИЕ(ПАГУБНАЯ СТРАСТЬ К ДЕНЬГАМ), ЛЮБОСТЯЖАНИЕ. А ЭТО всё ГРЕХИ. И вот ТАК ОГРОМНОЕ БОЛЬШИНСТВО ЛЮДЕЙ, ВОЛЬНО ИЛИ НЕ ВОЛЬНО СОГРЕШАЮТ(не вольно значит что, грех только у себя в уме, под действием той или иной порочной страсти, является таким же грехом), И ДЬЯВОЛ «ВВОДИТ» В ДУШУ человека ДЕМОНОВ МУЧИТЕЛЕЙ разных ПОРОЧНЫХ СТРАСТЕЙ. Ну А «ОБЩЕНИЕ» человека в жизни С любым собственным ДЕМОНОМ, «ПРИВЕДЁТ» рано или поздно только к одному, или К ПСИХИЧЕСКОМУ РАССТРОЙСТВУ, или УБИЙСТВУ, или САМОУБИЙСТВУ. И к АДУ для ДУШИ после физической СМЕРТИ тела. А ПОЧЕМУ МАНИПУЛЯЦИЯ. «ПРИОРИТЕТНЫМ» демоном который завладевает душой человека после просмотра фильма, если конечно он уже не находится в душе, а если находится тогда усиливается бесом соответствующей порочной страсти, потому что он фактически из них и состоит, БУДЕТ ДЕМОН МУЧИТЕЛЬ МЕСТИ, ПОТОМУ ЧТО КАК реально примерно ВЫГЛЯДИТ ЭТОТ ДЕМОН в своём «демоническом» виде ПОКАЗАНО В этом ФИЛЬМЕ. ПОЭТОМУ при просмотре подобных фильмов ЗАЩИТА тоже существует. ЕСЛИ СОГРЕШИЛ (даже только в мыслях, в данном случае почувствовал проявление пороков записанных выше), надо сразу же ПРОИЗНОСИТЬ МОЛИТВУ ГОСПОДА нашего ИИСУСА ХРИСТА. «ГОСПОДИ ИИСУСЕ ХРИСТЕ СЫНЕ БОЖИЙ СПАСИ И ПОМИЛУЙ МЕНЯ ГРЕШНОГО». Стопроцентно помогает. А что касается сюжета самого фильма. Образно показана битва дьявола(образ железного человека) со своими же демонами мучителями восставшими против него возглавляемые демоном мучителем лукавства(образ в фильме его заместителя). А битва идёт за апокалипсис(полное уничтожение привычной земной жизни человека). НО ЭТО очень «глубокий» момент, и было бы хорошо чтобы каждый зритель понимал это. Но ПОНЯТЬ МОЖНО будет ТОЛЬКО ЧИТАЯ, И ГЛАВНОЕ, ИЗУЧАЯ КНИГУ ЖИЗНИ, СВЯТОЕ ЕВАНГЕЛИЕ.

Да и ПОРОЧНЫЕ СТРАСТИ это ГОРДЫНЯ, ТЩЕСЛАВИЕ, ЛУКАВСТВО, СЕБЯЛЮБИЕ, ТРУСОСТЬ, ЧЕЛОВЕКОУГОДИЕ, ЗАВИСТЬ, ЖАДНОСТЬ, ОСУЖДЕНИЕ, АЛЧНОСТЬ, СКУПОСТЬ, СРЕБРОЛЮБИЕ, ЛИЦЕМЕРИЕ, УНЫНИЕ, ЧРЕВОУГОДИЕ, ГНЕВ, РЕВНОСТЬ, ВОРОВСТВО, РАЗДРАЖЕНИЕ, ВЛАСТОЛЮБИЕ, ПОХОТЬ, ЛЮБОПЫТСТВО, ПЬЯНСТВО, КУРЕНИЕ, ПРЕЛЮБОДЕЯНИЕ, ОБИДЧИВОСТЬ, ЗАСТЕНЧИВОСТЬ, ХИТРОСТЬ, РАССЕЯННОСТЬ и т.д. и т.п. И у КАЖДОГО ЧЕЛОВЕКА своя(СТРАСТЬ), так сказать, ЛИЧНАЯ. И ЭТО всё БОЛЕЗНИ(а почему мы все «больны», это тема для отдельной беседы), но БОЛЕЗНИ ДУХОВНОГО ПЛАНА.

И ГЛАВНОЕ. ИСТИННАЯ ВЕРА В БОГА, в первую очередь ЗАКЛЮЧАЕТСЯ В «БОРЬБЕ» каждого ЧЕЛОВЕКА, ПРИ ЗЕМНОЙ ЖИЗНИ, СО своими собственными ПОРОЧНЫМИ СТРАСТЯМИ, И только ТАК можно получить СПАСЕНИЕ для своей ДУШИ.

Ну И ЕСЛИ каждый человек захочет ""БОРОТЬСЯ"" СО своими ПОРОЧНЫМИ СТРАСТЯМИ, ТО для начала, НУЖНО ПОВЕРИТЬ В БОГА, ПРЕСВЯТУЮ ТРОИЦУ: ОТЦА(СОЗДАТЕЛЯ ВСЕГО ЖИВОГО И НЕ ЖИВОГО, ВИДИМОГО мира и НЕ ВИДИМОГО),через СЫНА БОГА СЛОВО(ИИСУСА ХРИСТА), СВЯТОГО ДУХА. 

А ЧТОБЫ  ""ПРИЙТИ"" к БОГУ или ПОЗНАТЬ БОГА необходимо ПОКАЯНИЕ.  

Ну А для того ЧТОБЫ ПОНЯТЬ ВСЁ что ЗАПИСАНО выше, И для ИСКРЕННЕГО ХРИСТИАНСКОГО ПОКАЯНИЯ, которое необходимо УСПЕТЬ(потому что ВРЕМЕНИ осталось очень МАЛО, возможно даже ПРИМЕРНО 8 МЕСЯЦЕВ, И ВСЁ(смотри СВЯТОЕ ЕВАНГЕЛИЕ от МАТФЕЯ, ГЛ. 24)) СДЕЛАТЬ ПРИ ЗЕМНОЙ ЖИЗНИ ЧЕЛОВЕКА, ПЕРВЫМ ""шагом"" БУДЕТ (и как об этом уже упоминалось выше) ЧТЕНИЕ и ГЛАВНОЕ, ИЗУЧЕНИЕ КНИГИ ЖИЗНИ, СВЯЩЕННОГО ПИСАНИЯ НОВЫЙ ЗАВЕТ. ✋🏻",7 months ago,@СергейАкимов-ъ9р,UCN9hYrThcYiiTwF9wH77kXQ,0,10,https://yt3.ggpht.com/ytc/AIdro_la0wwCfAA2dZQ5-kp17sC9SeF7ZexAqkclNZfTJnwQ_vxp4qxupIzcmYsOpRG9mZ8Ro_o=s88-c-k-c0x00ffffff-no-rj,False,False,1715558994.145321
Ugwir1pxBl7oDwbdFgR4AaABAg.A2HaMX0r-XyA8sU0WVgEu_," @RigbyD-d1v  Но вообще то местоимение «я» не использовалось, а ГЛАВНЫЙ смысл выше записанного  сообщения, это то что необходимо ЧИТАТЬ и ИЗУЧАТЬ  КНИГУ ЖИЗНИ СВЯТОЕ ЕВАНГЕЛИЕ(БОЖЬЕ СЛОВО). Тогда ГЛУБОКОЕ ПОНИМАНИЕ самого НОВОГО ЗАВЕТА и ДАСТ понимание, как говорится, ВСЕГО и ВСЯ , в том числе и смысла этого мерзкого фильма ✋🏻",2 months ago,@СергейАкимов-ъ9р,UCN9hYrThcYiiTwF9wH77kXQ,0,,https://yt3.ggpht.com/ytc/AIdro_la0wwCfAA2dZQ5-kp17sC9SeF7ZexAqkclNZfTJnwQ_vxp4qxupIzcmYsOpRG9mZ8Ro_o=s88-c-k-c0x00ffffff-no-rj,False,True,1728778194.40261
Ugwir1pxBl7oDwbdFgR4AaABAg.A2HaMX0r-XyA8u10s4JRWV," @RigbyD-d1v  Да нет вы не поняли. Повторю. Надо только ВДУМАТЬСЯ. Местоимение «я» не использовалось , а ГЛАВНЫЙ смысл выше записанного сообщения, это то что необходимо ЧИТАТЬ и ИЗУЧАТЬ КНИГУ ЖИЗНИ,  СВЯТОЕ ЕВАНГЕЛИЕ. Тогда ГЛУБОКОЕ ПОНИМАНИЕ самого НОВОГО ЗАВЕТА и ДАСТ понимание, как говорится, ВСЕГО и ВСЯ , в том числе и смысла этого мерзкого фильма. Есть вообще такая хорошая поговорка «Я это последняя буква в алфавите»✋🏻",2 months ago,@СергейАкимов-ъ9р,UCN9hYrThcYiiTwF9wH77kXQ,0,,https://yt3.ggpht.com/ytc/AIdro_la0wwCfAA2dZQ5-kp17sC9SeF7ZexAqkclNZfTJnwQ_vxp4qxupIzcmYsOpRG9mZ8Ro_o=s88-c-k-c0x00ffffff-no-rj,False,True,1728778194.409612
Ugwir1pxBl7oDwbdFgR4AaABAg.A2HaMX0r-XyA9iuTYzhLgW," @RigbyD-d1v  Конечно. Но можно и в третий раз повторить потому что  БОГ ЭТО ПРЕСВЯТАЯ ТРОИЦА: ОТЕЦ(СОЗДАТЕЛЬ ВСЕГО ЖИВОГО И НЕ ЖИВОГО, ВИДИМОГО мира и НЕВИДИМОГО),через СЫНА БОГА СЛОВО(ИИСУСА ХРИСТА), СВЯТОЙ ДУХ. ТРОИЦА ЕДИНОСУЩНАЯ И НЕРАЗДЕЛИМАЯ, СЛАВА ТЕБЕ. Местоимение «я» не использовалось . А ГЛАВНЫЙ смысл выше записанного  сообщения, это то что необходимо ЧИТАТЬ, и ИЗУЧАТЬ КНИГУ ЖИЗНИ, СВЯТОЕ ЕВАНГЕЛИЕ. Тогда ГЛУБОКОЕ ПОНИМАНИЕ самого НОВОГО ЗАВЕТА и ДАСТ понимание, как говорится, ВСЕГО и ВСЯ , в том числе и смысла этого  мерзкого фильма. Да и очень ВАЖНО  ЗНАТЬ что ИИСУС ХРИСТОС это БОГ СЛОВО ✋🏻",1 month ago,@СергейАкимов-ъ9р,UCN9hYrThcYiiTwF9wH77kXQ,0,,https://yt3.ggpht.com/ytc/AIdro_la0wwCfAA2dZQ5-kp17sC9SeF7ZexAqkclNZfTJnwQ_vxp4qxupIzcmYsOpRG9mZ8Ro_o=s88-c-k-c0x00ffffff-no-rj,False,True,1731460194.411612
Ugwir1pxBl7oDwbdFgR4AaABAg.A2HaMX0r-XyA9kIS_taUDm,"​ @СергейАкимов-ъ9р  В Железном Человеке нет ничего мерзкого, злого, сатанинского, оккультного или безнравственного. Я говорю это как католик.",1 month ago,@RigbyD-d1v,UCOm0dK82Fe8hHvcIFpIdx-w,0,,https://yt3.ggpht.com/FXy8t1HqcyrSVXa0Am5Hi_WHxm7g1ibVLXYx0WwKKkKr0kVaXt871u2FpT83-nc5xLkaDYd8=s88-c-k-c0x00ffffff-no-rj,False,True,1731460194.413613
Ugwir1pxBl7oDwbdFgR4AaABAg.A2HaMX0r-XyA9l0s_QZqwm," @RigbyD-d1v  А ЧТО касается всех других РЕЛИГИЙ. «ПРЕДСТАВИТЕЛЬ» любой ДРУГОЙ РЕЛИГИИ  ЛОГИЧНО СКАЖЕТ  что БОГ ЕДИН. Так вот , на самом то  деле, ЧТОБЫ ПОЗНАТЬ БОГА,  «ПРЕДСТАВИТЕЛЮ»  любой ДРУГОЙ РЕЛИГИИ также необходимо ЧИТАТЬ и, ГЛАВНОЕ ИЗУЧАТЬ КНИГУ ЖИЗНИ, СВЯТОЕ ЕВАНГЕЛИЕ. А там кстати ЗАПИСАНЫ СЛОВА БОГА: «Кто СЫНА МОЕГО (ИИСУСА ХРИСТА) не ЗНАЕТ, того и Я не ЗНАЮ». Только ЧИТАТЬ , И ГЛАВНОЕ ИЗУЧАТЬ КНИГУ ЖИЗНИ, СВЯТОЕ ЕВАНГЕЛИЕ нужно КАК ГОВОРЯТ наши ПРАВОСЛАВНЫЕ(ПРАВОСЛАВИЕ значит ПРАВИЛЬНОЕ СЛАВИЕ ГОСПОДА нашего ИИСУСА ХРИСТА ) СВЯТЫЕ ОТЦЫ: ""ЧИТАТЬ КНИГУ ЖИЗНИ, СВЯТОЕ ЕВАНГЕЛИЕ придется МНОЖЕСТВО РАЗ, пока НАИЗУСТЬ ЗНАТЬ НЕ БУДЕШЬ"" , и вот ТОГДА по трудам человека, и БУДЕТ ПОСТЕПЕННО ПРИХОДИТЬ ПОНИМАНИЕ ГЛУБОКОГО СМЫСЛА СЛОВ ГОСПОДА НАШЕГО ИИСУСА ХРИСТА, из которых вообщем то весь Новый Завет и состоит. Ну И  конечно ОЧЕНЬ СИЛЬНО ПОМОГАЮТ ПОНИМАНИЮ СВЯТОГО ЕВАНГЕЛИЯ ЛЕКЦИИ ПРОФЕССОРА ОСИПОВА А.И., и ДИМИТРИЯ СМИРНОВА, передача БЕСЕДЫ с БАТЮШКОЙ ( можно сказать пособие становления ИСТИННЫМ ХРИСТИАНИНОМ), И также ЧТЕНИЕ НОВОГО ЗАВЕТА ГОСПОДА нашего ИИСУСА ХРИСТА с ТОЛКОВАНИЕМ И чтение ЗАКОНА БОЖЬЕГО.✋🏻",1 month ago,@СергейАкимов-ъ9р,UCN9hYrThcYiiTwF9wH77kXQ,0,,https://yt3.ggpht.com/ytc/AIdro_la0wwCfAA2dZQ5-kp17sC9SeF7ZexAqkclNZfTJnwQ_vxp4qxupIzcmYsOpRG9mZ8Ro_o=s88-c-k-c0x00ffffff-no-rj,False,True,1731460194.414619
